"","Pyruvate7a","Pyruvate7b","Pyruvate5a","Pyruvate5b","logFC","logCPM","PValue","FDR_pyr7_vs_pyr5"
"MT0669",141.102598851188,173.831268716575,120.86709237693,186.766997833358,-0.0531488008882418,7.46145057896753,1,1
"MT0669.1",282.205197702377,347.662537433151,513.685142601953,329.588819705925,0.421851515975875,8.60649675921961,0.205362869227894,1
"MT0670",249.643059505949,328.347952020198,211.517411659628,329.588819705925,-0.113024218219902,8.2311350355902,0.805219734987404,1
"MT0671",184.518783113093,193.145854129528,221.589669357705,142.821821872568,-0.0411125794597377,7.69174737905536,1,1
"MT0672",108.54046065476,77.2583416518113,80.5780615846201,32.9588819705925,-0.659910760523015,6.5813978495736,0.274159722275309,1
"MT0673",43.4161842619041,48.2864635323821,60.4335461884651,43.94517596079,0.187245102355455,6.12717021806272,1,1
"MT0674",43.4161842619041,86.9156343582877,90.6503192826977,87.8903519215801,0.420142417377855,6.61884901939869,0.584872935220655,1
"MT0675",86.8323685238083,38.6291708259056,60.4335461884651,65.9177639411851,0.0393371021793632,6.37723287085995,1,1
"MT0676",75.9783224583322,19.3145854129528,40.2890307923101,21.972587980395,-0.539677243705677,5.89982055561672,0.640925004148064,1
"MT0677",10.854046065476,28.9718781194292,0,0,-4.06868131522957,4.95574907127586,0.125027473850233,0.876191495173839
"MT0680",75.9783224583322,67.6010489453349,80.5780615846201,32.9588819705925,-0.301677932167736,6.41534619529645,0.690174134591573,1
"MT0681",86.8323685238083,86.9156343582877,80.5780615846201,131.83552788237,0.270992404253792,6.86818699678695,0.742998768621627,1
"MT0682",65.1242763928562,38.6291708259056,70.5058038865426,32.9588819705925,0.0391714028189999,6.18070465854081,1,1
"MT0683",54.2702303273802,67.6010489453349,40.2890307923101,10.9862939901975,-1.18358044031104,6.01313314368413,0.143587638792327,0.921413995522601
"MT0684",694.658948190466,859.499050876401,423.034823319256,450.438053598098,-0.836783416711694,9.29620706274992,0.000298053601871189,0.0185371920216334
"MT0685",10.854046065476,9.65729270647641,0,0,-3.15220433126913,4.6948982883686,0.500018315564786,1
"MT0686",0,0,10.0722576980775,10.9862939901975,3.18792313759776,4.69578564395838,0.500018315564786,1
"MT0687",10.854046065476,38.6291708259056,30.2167730942326,10.9862939901975,-0.265301643653376,5.45705716351847,1,1
"MT0688",97.6864145892843,106.230219771241,110.794834678853,76.9040579313826,-0.110374612540463,6.8944877463833,0.8715040852343,1
"MT0689",54.2702303273802,19.3145854129528,40.2890307923101,65.9177639411851,0.538562148951091,6.02202440449673,0.629167500048367,1
"MT0691",10.854046065476,0,10.0722576980775,0,0.0321365424693356,4.69559920884647,1,1
"MT0692",32.5621381964281,48.2864635323821,130.939350075008,87.8903519215801,1.40432618159566,6.58187669367783,0.0241933864773804,0.418490613374282
"MT0692.1",0,0,10.0722576980775,21.972587980395,3.71913039696138,4.83422914590067,0.250027473347021,1
"MT0695",1226.50720539879,1284.41992996136,1490.69413931547,1428.21821872568,0.216470303382213,10.4285183247031,0.126922854774321,0.878420887562388
"MT0696",1031.13437622022,1071.95949041888,1248.95995456161,1153.56086897074,0.192491822344217,10.1638768685016,0.220697089914598,1
"MT0697",0,0,10.0722576980775,43.94517596079,4.4214732013498,5.07705820719172,0.0833195726507327,0.760757235197676
"MT0699",65.1242763928562,28.9718781194292,50.3612884903876,54.9314699509875,0.187229619166819,6.13150559843939,1,1
"MT0700",119.394506720236,67.6010489453349,110.794834678853,65.9177639411851,-0.0440631609298315,6.80081196216185,1,1
"MT0701",108.54046065476,57.9437562388585,40.2890307923101,43.94517596079,-0.938736778864276,6.37581931848631,0.151769453847829,0.941686100354708
"MT0702",43.4161842619041,28.9718781194292,40.2890307923101,0,-0.740656730732649,5.61945427298244,0.576582052054162,1
"MT0703",21.7080921309521,28.9718781194292,20.144515396155,0,-1.18540352094901,5.27768797133802,0.453185091343254,1
"MT0704",10.854046065476,9.65729270647641,20.144515396155,10.9862939901975,0.566916892240587,5.07353101732052,0.999999999999862,1
"MT0705",488.432072946422,434.578171791439,795.708358148124,856.930931235406,0.841010915630854,9.37435603496862,5.24262502175855e-05,0.00448061557092155
"MT0706",108.54046065476,96.5729270647641,141.011607773085,230.712173794148,0.841459278106386,7.35730431467463,0.0606625704736388,0.66294584099687
"MT0706.1",43.4161842619041,86.9156343582877,70.5058038865426,87.8903519215801,0.242325871491762,6.54146784540386,0.850630605762392,1
"MT0707",43.4161842619041,19.3145854129528,30.2167730942326,98.8766459117776,1.01365817380201,6.08071307314679,0.292546836283511,1
"MT0708",10.854046065476,9.65729270647641,20.144515396155,21.972587980395,0.954308774985377,5.18136412195,0.687534337910457,1
"MT0709",86.8323685238083,86.9156343582877,50.3612884903876,54.9314699509875,-0.711567949072597,6.50163249680385,0.24802332805896,1
"MT0710",97.6864145892843,57.9437562388585,100.722576980775,76.9040579313826,0.217222260488828,6.69723302613272,0.860356821921603,1
"MT0711",141.102598851188,154.516683303623,161.15612316924,252.684761774543,0.46688153228634,7.62548433823855,0.216864059163606,1
"MT0712",347.329474095233,386.291708259056,352.529019432713,395.50658364711,0.0210632219809381,8.61154625466975,1,1
"MT0713",510.140165077374,405.606293672009,342.456761734636,362.547701676518,-0.370062830083212,8.73321184968075,0.172480862482345,1
"MT0714",86.8323685238083,48.2864635323821,40.2890307923101,76.9040579313826,-0.196775145133607,6.3777923041554,0.839470172725386,1
"MT0715",0,28.9718781194292,10.0722576980775,54.9314699509875,1.01527603270333,5.46171451791879,0.584646157186432,1
"MT0716",43.4161842619041,67.6010489453349,30.2167730942326,0,-1.75318664993789,5.82744287672081,0.0594098707048875,0.66294584099687
"MT0718",54.2702303273802,19.3145854129528,50.3612884903876,98.8766459117776,1.01395948796316,6.23799243755191,0.206504425597399,1
"MT0719",10.854046065476,9.65729270647641,20.144515396155,21.972587980395,0.954308774985377,5.18136412195,0.687534337910457,1
"MT0719.2",141.102598851188,115.887512477717,50.3612884903876,54.9314699509875,-1.26117792458256,6.79904245188994,0.0167424082795339,0.347617799024221
"MT0720",238.789013440473,309.033366607245,100.722576980775,164.794409852963,-1.05960231721041,7.81165043470013,0.00679775977683696,0.198267993491078
"MT0721",227.934967374997,164.173976010099,141.011607773085,153.808115862765,-0.398727486297896,7.58545667501831,0.29455205757922,1
"MT0722",141.102598851188,183.488561423052,141.011607773085,142.821821872568,-0.202241863799771,7.43652390473861,0.705675333849075,1
"MT0723",119.394506720236,67.6010489453349,70.5058038865426,65.9177639411851,-0.422714146351723,6.66128954216161,0.475740130795317,1
"MT0724",32.5621381964281,19.3145854129528,30.2167730942326,32.9588819705925,0.289955474254473,5.62276658103081,0.999999999999889,1
"MT0724.1",21.7080921309521,0,0,21.972587980395,0.0321742910309788,4.96166388593267,1,1
"MT0726.1",542.702303273802,685.667782159825,594.263204186574,472.410641578493,-0.204539711241826,9.21791505875733,0.418827347568462,1
"MT0727",358.183520160709,560.122976975632,312.239988640403,340.575113696123,-0.503030967105986,8.69579364538277,0.110372590866621,0.864859853805611
"MT0728",531.848257208326,647.03861133392,715.130296563504,549.314699509875,0.100774351305868,9.30451846588457,0.718290578334103,1
"MT0729",293.059243767853,202.803146836005,292.095473244248,384.520289656913,0.452168038558199,8.28847061077376,0.188940776201317,1
"MT0730",141.102598851188,154.516683303623,130.939350075008,54.9314699509875,-0.642248749066969,7.14893251173864,0.164621038144648,0.995036702601284
"MT0731",520.99421114285,444.235464497915,543.901915696186,461.424347588295,0.0678871436370543,9.00350023497516,0.846770651042619,1
"MT0732",206.226875244045,125.544805184193,100.722576980775,153.808115862765,-0.373235998192962,7.37908850663402,0.388636227212841,1
"MT0733",108.54046065476,144.859390597146,151.083865471163,131.83552788237,0.150294241247861,7.27766335945925,0.787705160560729,1
"MT0734",434.161842619041,289.718781194292,241.73418475386,219.72587980395,-0.632611830780666,8.3067911597284,0.0539847330697818,0.629688659035751
"MT0735",97.6864145892843,164.173976010099,181.300638565395,32.9588819705925,-0.272813797450977,7.14344064904223,0.74293326955297,1
"MT0736",86.8323685238083,57.9437562388585,100.722576980775,131.83552788237,0.682445118554727,6.83759213692982,0.243296438689844,1
"MT0737",206.226875244045,164.173976010099,191.372896263473,109.862939901975,-0.273482888266256,7.56141443882201,0.492791789886218,1
"MT0738",97.6864145892843,57.9437562388585,80.5780615846201,87.8903519215801,0.13115504921272,6.66209735866546,0.999999999999977,1
"MT0739",10.854046065476,9.65729270647641,30.2167730942326,87.8903519215801,2.3664159110544,5.77102120639547,0.0349366304988287,0.516037108008903
"MT0740",75.9783224583322,57.9437562388585,30.2167730942326,32.9588819705925,-1.0450730701181,6.12843747621747,0.167216321854744,0.996658109728886
"MT0741",97.6864145892843,67.6010489453349,80.5780615846201,142.821821872568,0.427028534627147,6.87103408401952,0.523833583120067,1
"MT0741.1",75.9783224583322,135.20209789067,161.15612316924,131.83552788237,0.451563977824934,7.20254415814962,0.33150070867904,1
"MT0742",75.9783224583322,173.831268716575,120.86709237693,120.849233892173,-0.0742794313674299,7.17454821422132,1,1
"MT0742.1",54.2702303273802,38.6291708259056,60.4335461884651,76.9040579313826,0.557726554760437,6.2830933734954,0.523636408562917,1
"MT0743",119.394506720236,125.544805184193,130.939350075008,164.794409852963,0.260738464980182,7.28198725434971,0.688712509157226,1
"MT0744",227.934967374997,280.061488487816,241.73418475386,318.602525715728,0.126378431544486,8.16837812183069,0.718040327382053,1
"MT0745",43.4161842619041,135.20209789067,60.4335461884651,54.9314699509875,-0.648866303540947,6.57485145317215,0.398686835788741,1
"MT0746",130.248552785712,212.460439542481,161.15612316924,120.849233892173,-0.288023983855672,7.47484552502509,0.550227286965096,1
"MT0747",97.6864145892843,125.544805184193,100.722576980775,65.9177639411851,-0.413715179458365,6.89252144656688,0.418017955154846,1
"MT0748",379.891612291661,357.319830139627,342.456761734636,274.657349754938,-0.247485140146512,8.49021114674703,0.419982498570985,1
"MT0749",260.497105571425,260.746903074863,292.095473244248,230.712173794148,0.0106859153766673,8.13960161165343,1,1
"MT0751",54.2702303273802,67.6010489453349,80.5780615846201,186.766997833358,1.09057310019781,6.87158577371713,0.0570447229633419,0.649038256626258
"MT0752",0,19.3145854129528,0,10.9862939901975,-0.813855366189936,4.83148177930456,1,1
"MT0753",32.5621381964281,9.65729270647641,20.144515396155,0,-0.886827314318001,5.18100569798983,0.696993954930774,1
"MT0754",43.4161842619041,9.65729270647641,10.0722576980775,21.972587980395,-0.658481770950096,5.37655585413989,0.738712954174736,1
"MT0755",43.4161842619041,77.2583416518113,50.3612884903876,43.94517596079,-0.36600828514438,6.22787073147735,0.663746967312338,1
"MT0756",10.854046065476,48.2864635323821,30.2167730942326,21.972587980395,-0.209480829779731,5.61745028537122,1,1
"MT0756.1",358.183520160709,231.775024955434,352.529019432713,219.72587980395,-0.0233584920524426,8.28138519892226,0.940328840840149,1
"MT0757",43.4161842619041,48.2864635323821,70.5058038865426,87.8903519215801,0.760605886357541,6.37506312608269,0.307670281530824,1
"MT0758",206.226875244045,154.516683303623,110.794834678853,230.712173794148,-0.0862552951151658,7.60921356192485,0.916297979246268,1
"MT0759",0,9.65729270647641,20.144515396155,10.9862939901975,1.41313835829558,4.95729914612129,0.625027471837527,1
"MT0760",21.7080921309521,0,20.144515396155,32.9588819705925,1.25938108049548,5.2835907413801,0.453185091343254,1
"MT0763",75.9783224583322,38.6291708259056,40.2890307923101,21.972587980395,-0.809093860449652,6.01814054761109,0.332458051934685,1
"MT0765",0,9.65729270647641,40.2890307923101,0,1.78791173045151,5.07104660214707,0.463871962438095,1
"MT0766",75.9783224583322,125.544805184193,10.0722576980775,76.9040579313826,-1.24419741297527,6.54104166588558,0.060992772187511,0.66294584099687
"MT0767",54.2702303273802,57.9437562388585,20.144515396155,43.94517596079,-0.8090508692189,6.01727763065226,0.332458051934685,1
"MT0768",0,9.65729270647641,20.144515396155,10.9862939901975,1.41313835829558,4.95729914612129,0.625027471837527,1
"MT0769",54.2702303273802,9.65729270647641,30.2167730942326,32.9588819705925,0.0327001780391542,5.69914460181024,1,1
"MT0770",0,19.3145854129528,20.144515396155,32.9588819705925,1.25940574487282,5.28000856607172,0.453185091343254,1
"MT0772.1",32.5621381964281,19.3145854129528,10.0722576980775,43.94517596079,0.0397145399913818,5.54643754569318,1,1
"MT0772.5",10.854046065476,9.65729270647641,20.144515396155,10.9862939901975,0.566916892240587,5.07353101732052,0.999999999999862,1
"MT0772.6",0,0,30.2167730942326,10.9862939901975,4.10650393350134,4.9579832937609,0.125027473850233,0.876191495173839
"MT0773",21.7080921309521,0,10.0722576980775,10.9862939901975,0.0357064740872741,4.96031430810461,1,1
"MT0774",206.226875244045,144.859390597146,50.3612884903876,142.821821872568,-0.867609055990553,7.28548626983838,0.0839579941054531,0.763726802815693
"MT0775",75.9783224583322,28.9718781194292,50.3612884903876,65.9177639411851,0.173275294236831,6.23596375623122,1,1
"MT0776",10.854046065476,9.65729270647641,10.0722576980775,10.9862939901975,0.0357188063286316,4.95846390001231,1,1
"MT0777",32.5621381964281,28.9718781194292,60.4335461884651,65.9177639411851,1.00982411396784,6.07558318350993,0.238040131573477,1
"MT0778",54.2702303273802,0,20.144515396155,0,-1.24348170967906,5.28305760024961,0.566580974906019,1
"MT0779",10.854046065476,38.6291708259056,50.3612884903876,21.972587980395,0.504998300420705,5.69173287893855,0.783095605424348,1
"MT0780",21.7080921309521,19.3145854129528,20.144515396155,21.972587980395,0.0378194606831052,5.37366553759577,1,1
"MT0781",97.6864145892843,77.2583416518113,30.2167730942326,65.9177639411851,-0.859718344833543,6.46272042156845,0.168840456691293,0.996658109728886
"MT0782",86.8323685238083,96.5729270647641,80.5780615846201,87.8903519215801,-0.127848321326535,6.7650755262148,0.864250753797682,1
"MT0783",86.8323685238083,115.887512477717,110.794834678853,153.808115862765,0.358929154725432,7.10224045297131,0.559160858380848,1
"MT0784",32.5621381964281,9.65729270647641,20.144515396155,43.94517596079,0.594110345101595,5.54707759973065,0.759970995282474,1
"MT0785",43.4161842619041,28.9718781194292,30.2167730942326,21.972587980395,-0.427141768031554,5.69557520133493,0.774463629688854,1
"MT0786",75.9783224583322,222.117732248957,211.517411659628,142.821821872568,0.228563595871975,7.53331714924903,0.688897848377726,1
"MT0787",0,19.3145854129528,10.0722576980775,10.9862939901975,0.0357311384646118,4.95661523101442,1,1
"MT0788",0,28.9718781194292,20.144515396155,21.972587980395,0.428683064442815,5.27804246531088,1,1
"MT0789",10.854046065476,9.65729270647641,10.0722576980775,0,-0.814072590499703,4.83198953301125,0.999999999999731,1
"MT0790",32.5621381964281,9.65729270647641,30.2167730942326,0,-0.369693571548008,5.28013717556023,0.999999999999992,1
"MT0791",32.5621381964281,28.9718781194292,10.0722576980775,0,-2.28657805741773,5.2788157100215,0.125048078357077,0.876191495173839
"MT0792",10.854046065476,9.65729270647641,40.2890307923101,54.9314699509875,2.07694407010733,5.62374129784983,0.0654828136821398,0.66294584099687
"MT0793",0,0,20.144515396155,32.9588819705925,4.41159774400597,5.07572285702987,0.0625228957137855,0.66294584099687
"MT0794",10.854046065476,9.65729270647641,10.0722576980775,0,-0.814072590499703,4.83198953301125,0.999999999999731,1
"MT0795",10.854046065476,9.65729270647641,0,0,-3.15220433126913,4.6948982883686,0.500018315564786,1
"MT0796",21.7080921309521,48.2864635323821,50.3612884903876,43.94517596079,0.390433547318142,5.95625444242348,0.803676911790316,1
"MT0797",75.9783224583322,9.65729270647641,50.3612884903876,98.8766459117776,0.820822096217285,6.28901523316692,0.35430662849257,1
"MT0798",141.102598851188,86.9156343582877,70.5058038865426,109.862939901975,-0.328196711439997,6.93253966911535,0.535713357442465,1
"MT0799",0,19.3145854129528,40.2890307923101,43.94517596079,1.91182652937462,5.54315101802658,0.109439390656047,0.863436773267604
"MT0800",0,19.3145854129528,10.0722576980775,0,-0.812239741644917,4.83012105969376,1,1
"MT0801",43.4161842619041,96.5729270647641,50.3612884903876,76.9040579313826,-0.176768249761403,6.45801210182951,0.848443553324722,1
"MT0802",32.5621381964281,86.9156343582877,40.2890307923101,32.9588819705925,-0.71460362493052,6.12268265900818,0.37784179783543,1
"MT0803",10.854046065476,0,0,32.9588819705925,1.42071566622066,4.9618469242152,0.663540473567658,1
"MT0804",10.854046065476,19.3145854129528,40.2890307923101,32.9588819705925,1.19548932535849,5.54297855180448,0.343840133713598,1
"MT0805",151.956644916664,96.5729270647641,151.083865471163,120.849233892173,0.151817002800658,7.23371269029522,0.892934366344314,1
"MT0806",43.4161842619041,28.9718781194292,40.2890307923101,76.9040579313826,0.672923921602026,6.07777253864778,0.480829069645148,1
"MT0807",54.2702303273802,28.9718781194292,100.722576980775,54.9314699509875,0.924738342727067,6.32834062280907,0.214768982002347,1
"MT0808",10.854046065476,9.65729270647641,20.144515396155,0,0.035709632236681,4.95711654093923,1,1
"MT0809",43.4161842619041,48.2864635323821,30.2167730942326,43.94517596079,-0.312515596969777,5.95831869518143,0.803676911790316,1
"MT0810",0,28.9718781194292,30.2167730942326,65.9177639411851,1.55497091027462,5.69625267725751,0.16895727955404,0.996658109728886
"MT0811",43.4161842619041,19.3145854129528,50.3612884903876,87.8903519215801,1.12306729744484,6.13357131944186,0.167216321854744,0.996658109728886
"MT0812",0,0,60.4335461884651,21.972587980395,5.05799030922278,5.37273818445259,0.0118863449720824,0.285505344917664
"MT0813",32.5621381964281,57.9437562388585,100.722576980775,87.8903519215801,1.01974643492667,6.5018234466224,0.12226229706324,0.876191495173839
"MT0814",10.854046065476,38.6291708259056,70.5058038865426,21.972587980395,0.854956008449094,5.82855722664112,0.467038822810863,1
"MT0815",21.7080921309521,28.9718781194292,30.2167730942326,10.9862939901975,-0.266813550953474,5.45880702324205,0.999999999999914,1
"MT0816",21.7080921309521,57.9437562388585,20.144515396155,21.972587980395,-0.916583216440286,5.69155568192499,0.397190043321948,1
"MT0817",32.5621381964281,28.9718781194292,60.4335461884651,65.9177639411851,1.00982411396784,6.07558318350993,0.238040131573477,1
"MT0818",10.854046065476,9.65729270647641,10.0722576980775,10.9862939901975,0.0357188063286316,4.95846390001231,1,1
"MT0819",43.4161842619041,48.2864635323821,30.2167730942326,98.8766459117776,0.450057189645649,6.23529230779323,0.68581404944931,1
"MT0820",54.2702303273802,28.9718781194292,50.3612884903876,32.9588819705925,0.038943307033409,5.95935440502855,1,1
"MT0821",10.854046065476,48.2864635323821,40.2890307923101,43.94517596079,0.439434497082739,5.83038018565779,0.790806520014207,1
"MT0822",0,38.6291708259056,30.2167730942326,21.972587980395,0.352201477989981,5.45723097782784,1,1
"MT0823",119.394506720236,125.544805184193,141.011607773085,131.83552788237,0.154111211121191,7.23094632455891,0.890160837812769,1
"MT0824",43.4161842619041,0,30.2167730942326,21.972587980395,0.322505009455046,5.46423917469513,1,1
"MT0825",249.643059505949,338.005244726674,261.878700150016,340.575113696123,0.0194690776967439,8.31464385770031,1,1
"MT0826",54.2702303273802,28.9718781194292,60.4335461884651,32.9588819705925,0.20406401116306,6.01787283261376,0.999999999999994,1
"MT0828",32.5621381964281,0,20.144515396155,21.972587980395,0.419437134847829,5.28341301210631,1,1
"MT0829",173.664737047617,212.460439542481,181.300638565395,164.794409852963,-0.16164361887998,7.67395821255675,0.732689961974479,1
"MT0830",97.6864145892843,86.9156343582877,110.794834678853,109.862939901975,0.259231635962632,6.92914712707105,0.749432966206887,1
"MT0831",86.8323685238083,57.9437562388585,60.4335461884651,65.9177639411851,-0.178773930741233,6.46286375104505,0.845092736947038,1
"MT0832",32.5621381964281,48.2864635323821,40.2890307923101,32.9588819705925,-0.147524788733782,5.89504014916558,0.999999999999999,1
"MT0833",10.854046065476,19.3145854129528,40.2890307923101,21.972587980395,0.981248833102137,5.45962677492519,0.507884605650557,1
"MT0834",86.8323685238083,77.2583416518113,151.083865471163,32.9588819705925,0.192626120185915,6.76097399553108,0.888147127255184,1
"MT0835",10.854046065476,77.2583416518113,50.3612884903876,10.9862939901975,-0.514358302345593,5.88873598450823,0.685039352339675,1
"MT0836",43.4161842619041,57.9437562388585,151.083865471163,65.9177639411851,1.08778741924994,6.65548118201473,0.0963379882652364,0.825473466378609
"MT0837",195.372829178569,115.887512477717,221.589669357705,208.739585813753,0.484585926437346,7.68228807418459,0.268890059324422,1
"MT0838",0,9.65729270647641,0,10.9862939901975,0.0321580503459444,4.6950846529921,1,1
"MT0839",10.854046065476,19.3145854129528,10.0722576980775,32.9588819705925,0.424523320722263,5.28113755318534,1,1
"MT0840",75.9783224583322,67.6010489453349,40.2890307923101,32.9588819705925,-0.935778912363894,6.23025411911482,0.189417707064732,1
"MT0841",75.9783224583322,48.2864635323821,80.5780615846201,43.94517596079,0.0393310908142699,6.37349278400992,1,1
"MT0842",10.854046065476,19.3145854129528,30.2167730942326,21.972587980395,0.729561288202939,5.37254843535206,0.726602558694758,1
"MT0843",43.4161842619041,38.6291708259056,90.6503192826977,87.8903519215801,1.10341008449938,6.41965006091451,0.107912717160002,0.863436773267604
"MT0844",119.394506720236,106.230219771241,80.5780615846201,87.8903519215801,-0.413721478390025,6.89718694027538,0.418017955154846,1
"MT0845",86.8323685238083,77.2583416518113,90.6503192826977,65.9177639411851,-0.05210173552453,6.65805805426651,0.999999999999977,1
"MT0846",249.643059505949,260.746903074863,100.722576980775,109.862939901975,-1.27103036645882,7.65469759842491,0.0010417375937966,0.0466876299658844
"MT0847",86.8323685238083,77.2583416518113,100.722576980775,98.8766459117776,0.284025879897873,6.80073055813601,0.736043132384403,1
"MT0848",86.8323685238083,231.775024955434,322.312246338481,263.67105576474,0.850573163188213,7.95248616348703,0.0372337009836869,0.530141281103909
"MT0849",10.854046065476,9.65729270647641,0,21.972587980395,0.0358175371530185,4.95981219843743,1,1
"MT0851",43.4161842619041,0,10.0722576980775,21.972587980395,-0.367532937460539,5.28454381746743,0.999999999999999,1
"MT0852",206.226875244045,289.718781194292,191.372896263473,120.849233892173,-0.662240700842375,7.80743096096097,0.0815714050060277,0.753203299992844
"MT0854",0,38.6291708259056,10.0722576980775,21.972587980395,-0.323760047598123,5.27738226800428,0.999999999999992,1
"MT0854.1",10.854046065476,19.3145854129528,40.2890307923101,32.9588819705925,1.19548932535849,5.54297855180448,0.343840133713598,1
"MT0855",141.102598851188,183.488561423052,141.011607773085,153.808115862765,-0.150052069746773,7.45850046861986,0.803111418358895,1
"MT0856",54.2702303273802,19.3145854129528,40.2890307923101,10.9862939901975,-0.43508306993512,5.69603127742831,0.786551214687343,1
"MT0856.1",10.854046065476,19.3145854129528,0,0,-3.68202728368998,4.83129738157588,0.250027473347021,1
"MT0857",0,19.3145854129528,20.144515396155,10.9862939901975,0.566929224376567,5.0717030007692,0.999999999999862,1
"MT0858",0,9.65729270647641,10.0722576980775,10.9862939901975,0.881940272383622,4.83217399791538,0.999999999999731,1
"MT0860",10.854046065476,19.3145854129528,30.2167730942326,54.9314699509875,1.38200041495276,5.62310860581499,0.226656929253077,1
"MT0861",0,38.6291708259056,50.3612884903876,54.9314699509875,1.31016177656619,5.83115795085328,0.186577204497586,1
"MT0862",21.7080921309521,38.6291708259056,0,0,-4.62469746963896,5.17786121416983,0.0312671727287821,0.48429006820865
"MT0864",65.1242763928562,28.9718781194292,30.2167730942326,65.9177639411851,0.0385987181238928,6.07862667740316,1,1
"MT0865",21.7080921309521,0,0,10.9862939901975,-0.817567549455172,4.83522323001985,1,1
"MT0866",65.1242763928562,67.6010489453349,10.0722576980775,43.94517596079,-1.29673911982061,6.07392586587085,0.0963613924017478,0.825473466378609
"MT0867",21.7080921309521,28.9718781194292,60.4335461884651,32.9588819705925,0.855812578105852,5.83143734588214,0.424071017547391,1
"MT0869",54.2702303273802,77.2583416518113,70.5058038865426,87.8903519215801,0.242313549374762,6.542927712494,0.850630605762392,1
"MT0870",97.6864145892843,28.9718781194292,70.5058038865426,153.808115862765,0.831846009905917,6.74128017817401,0.23232442468078,1
"MT0873",10.854046065476,0,20.144515396155,10.9862939901975,1.41312602520962,4.95914845107755,0.625027471837527,1
"MT0874",0,0,10.0722576980775,21.972587980395,3.71913039696138,4.83422914590067,0.250027473347021,1
"MT0875",10.854046065476,19.3145854129528,0,21.972587980395,-0.49409497194195,5.07418825705356,0.999999999999862,1
"MT0876",32.5621381964281,28.9718781194292,30.2167730942326,65.9177639411851,0.604447772684502,5.89987413660968,0.607339447353736,1
"MT0877",0,19.3145854129528,0,10.9862939901975,-0.813892699464478,4.83148177930456,0.99999999999998,1
"MT0878",65.1242763928562,86.9156343582877,40.2890307923101,32.9588819705925,-1.03358500708535,6.27672081707945,0.1339568819767,0.898732332807692
"MT0879",21.7080921309521,67.6010489453349,10.0722576980775,10.9862939901975,-1.99326471517548,5.61601785364764,0.0869682429711058,0.784596580329275
"MT0880",21.7080921309521,9.65729270647641,20.144515396155,54.9314699509875,1.19689846770213,5.54725038387844,0.361903296521371,1
"MT0881",32.5621381964281,19.3145854129528,20.144515396155,10.9862939901975,-0.654208590442692,5.37348975556873,0.726602558694758,1
"MT0882",531.848257208326,357.319830139627,251.806442451938,263.67105576474,-0.77420864426261,8.53669634012699,0.0149431792518035,0.326882046133201
"MT0883",662.096809994038,608.409440508014,433.107081017333,395.50658364711,-0.609676335711709,9.09219959610751,0.00770261939998565,0.211247211156323
"MT0884",21.7080921309521,38.6291708259056,40.2890307923101,32.9588819705925,0.252819139409513,5.76407016682837,1,1
"MT0885",32.5621381964281,38.6291708259056,30.2167730942326,10.9862939901975,-0.732214078718939,5.61899342056252,0.54891074151939,1
"MT0886",10.854046065476,9.65729270647641,0,0,-3.15220433126913,4.6948982883686,0.500018315564786,1
"MT0887",43.4161842619041,57.9437562388585,70.5058038865426,43.94517596079,0.173545499609374,6.22900957857233,0.999999999999956,1
"MT0888",21.7080921309521,9.65729270647641,10.0722576980775,21.972587980395,0.0370907819798835,5.18250542712981,1,1
"MT0889",32.5621381964281,0,20.144515396155,21.972587980395,0.419460541255665,5.28341301210631,1,1
"MT0890",54.2702303273802,67.6010489453349,130.939350075008,87.8903519215801,0.834207739228729,6.72948563608235,0.163009787016777,0.991455318403151
"MT0891",21.7080921309521,28.9718781194292,0,43.94517596079,-0.251710177220227,5.46264688339249,1,1
"MT0892",75.9783224583322,144.859390597146,70.5058038865426,76.9040579313826,-0.601033384460114,6.82722173859006,0.326840724761302,1
"MT0892.1",21.7080921309521,57.9437562388585,20.144515396155,10.9862939901975,-1.30307211018151,5.6166486902794,0.243170469543457,1
"MT0893",75.9783224583322,38.6291708259056,100.722576980775,43.94517596079,0.375699510741624,6.41809304382588,0.704092491735832,1
"MT0894",151.956644916664,67.6010489453349,100.722576980775,120.849233892173,0.0363433133240003,7.02354260259804,1,1
"MT0895",21.7080921309521,57.9437562388585,10.0722576980775,21.972587980395,-1.30132643512487,5.61790131953617,0.243799117161949,1
"MT0896",184.518783113093,231.775024955434,282.023215546171,175.78070384316,0.140095661838339,7.90707464348133,0.77037742589544,1
"MT0897",10.854046065476,19.3145854129528,40.2890307923101,32.9588819705925,1.19548932535849,5.54297855180448,0.343840133713598,1
"MT0898",43.4161842619041,38.6291708259056,20.144515396155,21.972587980395,-0.918540618282827,5.69494989765849,0.387801535684105,1
"MT0899",75.9783224583322,57.9437562388585,50.3612884903876,76.9040579313826,-0.0738152787099383,6.42030524631851,0.999999999999964,1
"MT0900",32.5621381964281,77.2583416518113,70.5058038865426,109.862939901975,0.657712460788284,6.54322302580445,0.354106915353557,1
"MT0901",21.7080921309521,57.9437562388585,10.0722576980775,10.9862939901975,-1.83145263818569,5.53898635503143,0.128583555884528,0.884914921115432
"MT0902",21.7080921309521,28.9718781194292,10.0722576980775,21.972587980395,-0.654187087493443,5.37301202290397,0.726602558694758,1
"MT0903",32.5621381964281,0,20.144515396155,10.9862939901975,0.0234437314393775,5.18299532128495,1,1
