"","Glycerol7a","Glycerol7b","Glycerol5a","Glycerol5b","logFC","logCPM","PValue","FDR_gly7_vs_gly5"
"MT0959",241.756802210771,274.436505541996,331.447556032627,173.864302693669,-0.0280986570927993,8.11050317146562,1,1
"MT0960",53.7237338246157,37.0860142624319,25.4959658486636,13.3741771302823,-1.13898897306296,5.76907379343768,0.267018681443857,0.904360800365459
"MT0961",125.355378924103,140.926854197241,50.9919316973272,40.1225313908468,-1.5253035623454,6.86043526945185,0.00794720030064185,0.159976693057553
"MT0962",107.447467649231,81.5892313773502,25.4959658486636,26.7483542605645,-1.78924496291288,6.41810502079918,0.0146996303874991,0.233198849007174
"MT0963",35.8158225497438,22.2516085574591,0,26.7483542605645,-1.05205557304674,5.40329616102032,0.511675443528375,1
"MT0964",8.95395563743596,14.8344057049728,12.7479829243318,13.3741771302823,0.0919769608522712,5.0227397252203,0.999999999999973,1
"MT0965",53.7237338246157,96.4236370823229,127.479829243318,133.741771302823,0.751720824600498,6.8994033261685,0.113634823553934,0.669538985181506
"MT0966",89.5395563743596,111.258042787296,178.471760940645,133.741771302823,0.621988817769305,7.17877917755279,0.175996077834834,0.781235118434433
"MT0967",35.8158225497438,14.8344057049728,0,66.8708856514113,0.394700184953927,5.58183111020798,1,1
"MT0968",26.8618669123079,22.2516085574591,12.7479829243318,26.7483542605645,-0.296905330668507,5.40836674631475,0.999999999999966,1
"MT0968.1",0,7.41720285248638,0,26.7483542605645,1.43471781018535,4.78782692792811,1,1
"MT0971",17.9079112748719,29.6688114099455,38.2439487729954,13.3741771302823,0.0963286205200089,5.49114734068193,1,1
"MT0972",26.8618669123079,22.2516085574591,76.4878975459907,13.3741771302823,0.86761427404915,5.72849903736176,0.479931137400495,1
"MT0974",0,14.8344057049728,12.7479829243318,0,-0.267815312674358,4.77771316669194,1,1
"MT0975",89.5395563743596,44.5032171149183,50.9919316973272,26.7483542605645,-0.718789239098161,6.2214197402501,0.40942189814969,1
"MT0976",89.5395563743596,51.9204199674046,63.739914621659,26.7483542605645,-0.58659303005601,6.31460274552233,0.42759569881691,1
"MT0977",134.309334561539,126.092448492268,63.739914621659,26.7483542605645,-1.4818397018077,6.83455054879549,0.0125929500031583,0.217630341221136
"MT0978",161.171201473847,126.092448492268,101.983863394654,106.993417042258,-0.440978792254922,7.19218375300698,0.417224434451097,1
"MT0979",44.7697781871798,89.0064342298365,76.4878975459907,53.496708521129,-0.0746565070036358,6.44265315332018,1,1
"MT0980",26.8618669123079,7.41720285248638,12.7479829243318,0,-1.17279122454981,5.02025082224597,0.630112567903257,1
"MT0981",250.710757848207,311.522519804428,229.463692637972,213.986834084516,-0.350812558115333,8.10347923464341,0.361718369109793,0.988439517996765
"MT0982",196.987024023591,274.436505541996,101.983863394654,133.741771302823,-1.01257558384425,7.67621551623976,0.0172478018905161,0.240054367718394
"MT0983",26.8618669123079,0,0,26.7483542605645,0.0570546195038151,5.03015262422427,1,1
"MT0984",44.7697781871798,103.840839934809,63.739914621659,53.496708521129,-0.376686280129735,6.47310868708559,0.719224957035535,1
"MT0985",44.7697781871798,44.5032171149183,76.4878975459907,80.2450627816935,0.794563451858411,6.2971601511766,0.210329176705418,0.829449084539641
"MT0986",71.6316450994876,74.1720285248638,89.2358804703225,53.496708521129,-0.0240270422499555,6.5305284488208,1,1
"MT0988",8.95395563743596,7.41720285248638,12.7479829243318,13.3741771302823,0.611213916429984,4.91169298991434,0.999999999999973,1
"MT0989",17.9079112748719,44.5032171149183,12.7479829243318,26.7483542605645,-0.689948437170166,5.55759261568301,0.759616594455196,1
"MT0993",8.95395563743596,7.41720285248638,25.4959658486636,0,0.611206300319552,4.91107440741217,1,1
"MT0994",17.9079112748719,37.0860142624319,0,26.7483542605645,-1.0452767862527,5.396907052967,0.52446961181074,1
"MT0995",17.9079112748719,0,38.2439487729954,40.1225313908468,2.10948964271033,5.34775078436086,0.179795901520133,0.781235118434433
"MT0996",35.8158225497438,14.8344057049728,0,93.6192399119758,0.866736228085995,5.7350988907155,0.569701658257536,1
"MT0997",116.401423286667,111.258042787296,420.683436502949,374.476959647903,1.79749715844385,8.02842132948298,1.91164272104009e-07,2.19715581131156e-05
"MT0998",8.95395563743596,29.6688114099455,38.2439487729954,13.3741771302823,0.347701265278595,5.40963991681462,0.999999999999999,1
"MT0999.1",26.8618669123079,37.0860142624319,12.7479829243318,13.3741771302823,-1.23646607159031,5.47795838760453,0.507920883619586,1
"MT1000",35.8158225497438,59.337622819891,12.7479829243318,13.3741771302823,-1.80344553261025,5.75531330783971,0.0924005068701662,0.61080335060928
"MT1001",53.7237338246157,51.9204199674046,38.2439487729954,40.1225313908468,-0.417880433095845,6.0698262613449,0.814621275756372,1
"MT1002",53.7237338246157,22.2516085574591,12.7479829243318,26.7483542605645,-0.863466733950803,5.63998785464255,0.562080136947198,1
"MT1003",0,22.2516085574591,25.4959658486636,13.3741771302823,0.634287456691396,5.13055560979234,0.68755161550945,1
"MT1003.1",44.7697781871798,37.0860142624319,25.4959658486636,13.3741771302823,-1.00539762658551,5.70280142093218,0.387854976007108,0.993641045839556
"MT1007",8.95395563743596,7.41720285248638,12.7479829243318,0,-0.267845135627663,4.78120390560207,1,1
"MT1008",8.95395563743596,14.8344057049728,12.7479829243318,13.3741771302823,0.0919769608522712,5.0227397252203,0.999999999999973,1
"MT1009",35.8158225497438,14.8344057049728,50.9919316973272,93.6192399119758,1.51186948580777,6.00116879949029,0.054345576413994,0.476929282667637
"MT1010",71.6316450994876,103.840839934809,280.455624335299,267.483542605645,1.60736241537329,7.56933709204781,6.70795363646934e-05,0.00341434840096289
"MT1011",98.4935120117955,96.4236370823229,152.975795091981,173.864302693669,0.7376300423111,7.18809505056382,0.101284870395176,0.642002481247565
"MT1012",170.125157111283,155.761259902214,140.22781216765,93.6192399119758,-0.463227515579037,7.34793572433193,0.310211927082181,0.956956793241396
"MT1013",17.9079112748719,7.41720285248638,12.7479829243318,0,-0.787111911241127,4.90575102467394,1,1
"MT1014",17.9079112748719,37.0860142624319,12.7479829243318,13.3741771302823,-1.05143342804109,5.39631157586861,0.507920883619586,1
"MT1015",71.6316450994876,29.6688114099455,38.2439487729954,53.496708521129,-0.0952444362042229,6.08349938425476,1,1
"MT1017",26.8618669123079,29.6688114099455,12.7479829243318,13.3741771302823,-1.05146323456626,5.39950334439761,0.507920883619586,1
"MT1018",26.8618669123079,14.8344057049728,0,40.1225313908468,-0.0510709217999952,5.32572354361539,1,1
"MT1019",26.8618669123079,29.6688114099455,0,0,-4.56691371138684,5.20978447061055,0.0312758162816135,0.34352988314953
"MT1020",17.9079112748719,14.8344057049728,38.2439487729954,53.496708521129,1.42524498849461,5.59128567714059,0.146129175969763,0.725150771560258
"MT1021",8.95395563743596,7.41720285248638,12.7479829243318,13.3741771302823,0.611213916429984,4.91169298991434,0.999999999999973,1
"MT1022",80.5856007369236,44.5032171149183,25.4959658486636,66.8708856514113,-0.408377368765811,6.22761997196253,0.680741548455205,1
"MT1023",161.171201473847,74.1720285248638,50.9919316973272,53.496708521129,-1.1188083339731,6.7623168544725,0.0921210217762714,0.61080335060928
"MT1024",8.95395563743596,22.2516085574591,38.2439487729954,13.3741771302823,0.646459002315746,5.32639422597096,0.726622713122023,1
"MT1025",98.4935120117955,148.344057049728,165.723778016313,173.864302693669,0.432303183446046,7.35952389694758,0.381436572851697,0.993641045839556
"MT1025.2",17.9079112748719,14.8344057049728,63.739914621659,53.496708521129,1.77923847871715,5.74322838774999,0.0574672628437725,0.482914758283872
"MT1025.3",35.8158225497438,29.6688114099455,101.983863394654,40.1225313908468,1.11286041903018,6.10165959434274,0.191853238633776,0.814451989429319
"MT1026",26.8618669123079,66.7548256723774,12.7479829243318,40.1225313908468,-0.855907533591304,5.88719134474713,0.454970286801955,1
"MT1027",8.95395563743596,51.9204199674046,76.4878975459907,40.1225313908468,0.844232287021863,5.97476189069577,0.3779984173757,0.991579160246204
"MT1028",35.8158225497438,51.9204199674046,0,40.1225313908468,-1.13357666845399,5.76426084331099,0.291669157433037,0.935389026043123
"MT1029",0,22.2516085574591,12.7479829243318,40.1225313908468,1.03602933747262,5.23551698770444,0.469555175696055,1
"MT1030",35.8158225497438,22.2516085574591,0,40.1225313908468,-0.512225983821451,5.49046877538815,0.774132974393365,1
"MT1031",44.7697781871798,44.5032171149183,50.9919316973272,80.2450627816935,0.536065198251322,6.19397174127284,0.503682670824279,1
"MT1033",35.8158225497438,37.0860142624319,63.739914621659,66.8708856514113,0.816851548813609,6.09527237665417,0.359537347994841,0.988439517996765
"MT1034",80.5856007369236,51.9204199674046,101.983863394654,106.993417042258,0.675646184870375,6.67086160090084,0.215732199062071,0.829449084539641
"MT1035",170.125157111283,178.012868459673,152.975795091981,120.36759417254,-0.34495917439655,7.47517152642416,0.470272897108566,1
"MT1036",44.7697781871798,74.1720285248638,38.2439487729954,53.496708521129,-0.403396974558089,6.2162104557123,0.665131276725461,1
"MT1037",8.95395563743596,7.41720285248638,0,0,-2.90423656039059,4.63927394748216,0.500027532819042,1
"MT1038",196.987024023591,148.344057049728,25.4959658486636,26.7483542605645,-2.65292367137652,7.01361243426082,1.37141307450867e-05,0.000857253470960419
"MT1039",71.6316450994876,140.926854197241,12.7479829243318,13.3741771302823,-2.94104389480974,6.46814398502926,0.000467685020568428,0.0173579346696386
"MT1040",44.7697781871798,37.0860142624319,38.2439487729954,13.3741771302823,-0.612185870159389,5.77391246207974,0.581193047308331,1
"MT1040.1",26.8618669123079,89.0064342298365,101.983863394654,106.993417042258,0.775258394549169,6.62312483293324,0.17723967189461,0.781235118434433
"MT1041",152.217245836411,96.4236370823229,293.203607259631,240.735188345081,1.12370945193045,7.69217267184441,0.00496838252774367,0.112180969079164
"MT1042",26.8618669123079,7.41720285248638,25.4959658486636,0,-0.299851536879382,5.13141378294401,1,1
"MT1043",71.6316450994876,59.337622819891,25.4959658486636,40.1225313908468,-0.965305627580448,6.16390026036234,0.26344046610853,0.904360800365459
"MT1044",44.7697781871798,22.2516085574591,25.4959658486636,40.1225313908468,0.00765292918577872,5.71983204658391,1,1
"MT1045",80.5856007369236,133.509651344755,101.983863394654,66.8708856514113,-0.360288802934305,6.88727745696201,0.642372268999665,1
"MT1046",134.309334561539,89.0064342298365,89.2358804703225,147.115948433105,0.0965359357147884,7.06174537122289,0.888655208065023,1
"MT1047",17.9079112748719,22.2516085574591,50.9919316973272,93.6192399119758,1.76238683451114,5.9406257725789,0.0219344969556308,0.278123176700756
"MT1048",134.309334561539,103.840839934809,89.2358804703225,80.2450627816935,-0.467187803242734,6.95409337229683,0.443991774005823,1
"MT1049",44.7697781871798,44.5032171149183,12.7479829243318,26.7483542605645,-1.13895156351478,5.76666658686367,0.267018681443857,0.904360800365459
"MT1050",17.9079112748719,14.8344057049728,25.4959658486636,26.7483542605645,0.646436800248288,5.33025927780016,0.726622713122023,1
"MT1051",44.7697781871798,51.9204199674046,38.2439487729954,26.7483542605645,-0.559304327732442,5.95524818240564,0.629222152366579,1
"MT1052",17.9079112748719,22.2516085574591,0,66.8708856514113,0.670605831803869,5.5017502009739,0.800671723950643,1
"MT1053",0,22.2516085574591,12.7479829243318,26.7483542605645,0.63429507198436,5.13116607859156,0.68755161550945,1
"MT1054",0,7.41720285248638,12.7479829243318,0,0.55128610863293,4.64469011058765,1,1
"MT1054.1",17.9079112748719,29.6688114099455,12.7479829243318,66.8708856514113,0.668551211718877,5.65352720340802,0.794453645520956,1
"MT1055",35.8158225497438,14.8344057049728,12.7479829243318,93.6192399119758,1.05578339578206,5.80594873577381,0.401581112064069,1
"MT1057",35.8158225497438,29.6688114099455,63.739914621659,53.496708521129,0.831805850548963,5.98404052501899,0.332534586216214,0.988439517996765
"MT1058",0,14.8344057049728,0,53.496708521129,1.58972659556617,5.14098525556685,0.317907133658051,0.968122322413363
"MT1059",26.8618669123079,14.8344057049728,12.7479829243318,26.7483542605645,-0.0479194963566079,5.32511974790687,1,1
"MT1061",53.7237338246157,14.8344057049728,12.7479829243318,13.3741771302823,-1.25553195982759,5.48741202977511,0.387644301023508,0.993641045839556
"MT1062",8.95395563743596,7.41720285248638,38.2439487729954,13.3741771302823,1.54670634927539,5.1425068471037,0.218827431789858,0.829449084539641
"MT1065",8.95395563743596,0,12.7479829243318,0,0.551256282145197,4.64824150459201,1,1
"MT1066",71.6316450994876,126.092448492268,114.731846318986,133.741771302823,0.291983395813898,7.02776563902145,0.567078007240275,1
"MT1067",71.6316450994876,51.9204199674046,38.2439487729954,13.3741771302823,-1.18271324771094,6.0594296014971,0.143650286446124,0.721898407062821
"MT1073",44.7697781871798,7.41720285248638,25.4959658486636,40.1225313908468,0.390224079607796,5.58377504287508,1,1
"MT1074",8.95395563743596,14.8344057049728,0,0,-3.4234735159683,4.77236100439004,0.500027532819042,1
"MT1075",8.95395563743596,7.41720285248638,38.2439487729954,26.7483542605645,1.85538491142327,5.24674193741613,0.125072273649147,0.669538985181506
"MT1075.1",80.5856007369236,44.5032171149183,38.2439487729954,147.115948433105,0.570538218528211,6.55729601262789,0.449369288314525,1
"MT1078",8.95395563743596,0,12.7479829243318,13.3741771302823,1.43031533420284,4.79071115546997,1,1
"MT1080",0,14.8344057049728,12.7479829243318,13.3741771302823,0.611243739383289,4.90824505273843,0.625041295817921,1
"MT1082",8.95395563743596,14.8344057049728,12.7479829243318,13.3741771302823,0.0919769608522712,5.0227397252203,0.999999999999973,1
"MT1083",0,7.41720285248638,25.4959658486636,26.7483542605645,2.36584520797149,5.03734240204109,0.218827431789858,0.829449084539641
"MT1083.1",44.7697781871798,14.8344057049728,38.2439487729954,0,-0.537598319470467,5.4918441599713,0.788061716438091,1
"MT1083.2",53.7237338246157,14.8344057049728,25.4959658486636,13.3741771302823,-0.712185410906231,5.56945428494047,0.58283382188278,1
"MT1084",8.95395563743596,37.0860142624319,63.739914621659,40.1225313908468,1.06395638572832,5.79453952388462,0.183421416151014,0.789371332821213
"MT1085",26.8618669123079,7.41720285248638,50.9919316973272,13.3741771302823,0.944108667735631,5.42438712698043,0.534727291392174,1
"MT1087",0,7.41720285248638,114.731846318986,53.496708521129,4.01966434449364,5.83188186035298,0.000140838653193606,0.00651698858868597
"MT1088",8.95395563743596,14.8344057049728,38.2439487729954,0,0.634058751554232,5.13329348988937,0.709336866582591,1
"MT1089",26.8618669123079,7.41720285248638,50.9919316973272,40.1225313908468,1.42520755943144,5.59383469864345,0.226704442648885,0.844041723258075
"MT1090",44.7697781871798,7.41720285248638,25.4959658486636,26.7483542605645,0.0799536378390786,5.50124920690318,1,1
"MT1091",44.7697781871798,7.41720285248638,0,26.7483542605645,-0.872405484057726,5.32324335605952,0.771420328815699,1
"MT1092",8.95395563743596,22.2516085574591,0,0,-3.80448390735023,4.8935904598441,0.250041299228717,0.879464115648487
"MT1093",8.95395563743596,37.0860142624319,0,26.7483542605645,-0.815875429536445,5.3102668136423,0.753872101287584,1
"MT1095",62.6776894620517,0,12.7479829243318,40.1225313908468,-0.179125971653232,5.58189445467537,1,1
"MT1096",17.9079112748719,0,12.7479829243318,26.7483542605645,1.15347238457273,5.03544981658546,0.68755161550945,1
"MT1099",35.8158225497438,59.337622819891,12.7479829243318,26.7483542605645,-1.261157240898,5.82410884116452,0.179733616936147,0.781235118434433
"MT1100",17.9079112748719,44.5032171149183,12.7479829243318,40.1225313908468,-0.294107143174076,5.63628885403425,1,1
"MT1101",35.8158225497438,37.0860142624319,50.9919316973272,53.496708521129,0.501689815143688,5.97637739546707,0.629222152366579,1
"MT1102",582.007116433337,637.879445313828,1083.5785485682,1150.17923320427,0.866048933448112,9.76835157907341,5.9160563674468e-06,0.000439143934108603
"MT1103",98.4935120117955,192.847274164646,127.479829243318,80.2450627816935,-0.506313338961791,7.2200186239632,0.386884545602564,0.993641045839556
"MT1104",125.355378924103,155.761259902214,101.983863394654,120.36759417254,-0.350044771663394,7.21180522198712,0.503584406547871,1
"MT1105",17.9079112748719,37.0860142624319,25.4959658486636,0,-1.0484024473112,5.3957162968994,0.520874458299331,1
"MT1106",35.8158225497438,89.0064342298365,50.9919316973272,66.8708856514113,-0.132544700533835,6.35551443647619,1,1
"MT1107",8.95395563743596,14.8344057049728,0,13.3741771302823,-0.787074474237101,4.90292883343601,1,1
"MT1108",53.7237338246157,89.0064342298365,63.739914621659,26.7483542605645,-0.659022423928955,6.34505385451975,0.423525960684836,1
"MT1109",205.940979661027,259.602099837023,178.471760940645,160.490125563387,-0.465541959385871,7.81581849996654,0.257683623379029,0.899242654357964
"MT1110",170.125157111283,244.76769413205,114.731846318986,66.8708856514113,-1.19010380154721,7.47223449115511,0.0133574927323,0.219306046016572
"MT1111",116.401423286667,133.509651344755,101.983863394654,106.993417042258,-0.264116231000339,7.09175950371285,0.776312174314162,1
"MT1113",26.8618669123079,37.0860142624319,63.739914621659,40.1225313908468,0.665662027675054,5.9179526482621,0.454700054631081,1
"MT1114",8.95395563743596,7.41720285248638,0,40.1225313908468,1.15902169657361,5.03265593181024,0.425406206153069,1
"MT1115",26.8618669123079,51.9204199674046,25.4959658486636,40.1225313908468,-0.303440100670405,5.83721079135274,0.790608046975771,1
"MT1117",53.7237338246157,44.5032171149183,25.4959658486636,40.1225313908468,-0.559326504843024,5.95869833487313,0.629222152366579,1
"MT1118",26.8618669123079,14.8344057049728,0,80.2450627816935,0.908077329695205,5.5874492417089,0.648949528185597,1
"MT1123",17.9079112748719,44.5032171149183,50.9919316973272,13.3741771302823,0.0140106193597605,5.70954118191295,1,1
"MT1125",107.447467649231,103.840839934809,191.219743864977,173.864302693669,0.785415702315641,7.3130968489092,0.0920425170748465,0.61080335060928
"MT1126",232.802846573335,385.694548329292,318.699573108295,240.735188345081,-0.158562007270044,8.31004447210138,0.719735252229815,1
"MT1127",161.171201473847,237.350491279564,356.94352188129,280.857719735927,0.658683157374389,8.09799113233255,0.0522017399641034,0.471066978999607
"MT1128",35.8158225497438,44.5032171149183,63.739914621659,26.7483542605645,0.16664450584181,5.96758865923986,0.999999999999999,1
"MT1129",62.6776894620517,44.5032171149183,50.9919316973272,26.7483542605645,-0.417917833674093,6.07207470660644,0.814621275756372,1
"MT1130",71.6316450994876,155.761259902214,38.2439487729954,66.8708856514113,-1.13627050585423,6.76922405050642,0.0936032730296561,0.614196062255367
"MT1131",62.6776894620517,74.1720285248638,25.4959658486636,53.496708521129,-0.796985197675365,6.25824566651518,0.286572449965133,0.932472729886546
"MT1132",26.8618669123079,22.2516085574591,12.7479829243318,26.7483542605645,-0.296905330668507,5.40836674631475,0.999999999999966,1
"MT1133",116.401423286667,140.926854197241,38.2439487729954,66.8708856514113,-1.29283289391157,6.86535757789672,0.0220577720018573,0.278694473909991
"MT1134",35.8158225497438,29.6688114099455,63.739914621659,40.1225313908468,0.665632224064555,5.92088915445528,0.454700054631081,1
"MT1135",8.95395563743596,7.41720285248638,0,0,-2.90423656039059,4.63927394748216,0.500027532819042,1
"MT1137",35.8158225497438,89.0064342298365,12.7479829243318,53.496708521129,-0.945310695823019,6.1535131722858,0.324860929645247,0.980322196863184
"MT1138",35.8158225497438,14.8344057049728,12.7479829243318,26.7483542605645,-0.296935141338994,5.4115739077723,0.999999999999966,1
"MT1139",80.5856007369236,74.1720285248638,63.739914621659,0,-1.21310660641618,6.29668472899181,0.106284603387687,0.660893615829542
"MT1140",116.401423286667,44.5032171149183,38.2439487729954,53.496708521129,-0.755832077859933,6.40402646432699,0.284965279578884,0.932472729886546
"MT1141",71.6316450994876,96.4236370823229,89.2358804703225,53.496708521129,-0.242769486567901,6.63309568443597,0.856119699426284,1
"MT1142",44.7697781871798,44.5032171149183,76.4878975459907,53.496708521129,0.536049979380976,6.19284687215772,0.503682670824279,1
"MT1144",8.95395563743596,0,12.7479829243318,13.3741771302823,1.43031533420284,4.79071115546997,1,1
"MT1149",89.5395563743596,29.6688114099455,89.2358804703225,66.8708856514113,0.443158085841692,6.43181159920926,0.588596946347339,1
"MT1150",53.7237338246157,7.41720285248638,38.2439487729954,40.1225313908468,0.426173203445352,5.73085659472734,0.81168327588834,1
"MT1153",89.5395563743596,51.9204199674046,38.2439487729954,147.115948433105,0.39374417220423,6.62854701358675,0.548090226360754,1
"MT1154",17.9079112748719,14.8344057049728,12.7479829243318,53.496708521129,0.956072532987619,5.42297243760534,0.525256541734174,1
"MT1155",17.9079112748719,37.0860142624319,12.7479829243318,26.7483542605645,-0.509145136328842,5.48355987263687,0.999999999999966,1
"MT1156",8.95395563743596,37.0860142624319,0,26.7483542605645,-0.815831462301613,5.3102668136423,0.753930987094344,1
"MT1157.1",0,7.41720285248638,0,26.7483542605645,1.43461715343237,4.78782692792811,0.999999999999999,1
"MT1158",17.9079112748719,14.8344057049728,38.2439487729954,13.3741771302823,0.646429185812779,5.32965405387258,0.726622713122023,1
"MT1159",26.8618669123079,29.6688114099455,76.4878975459907,26.7483542605645,0.849927677497438,5.85999900302929,0.318402031159846,0.968441708144793
"MT1160",0,0,38.2439487729954,26.7483542605645,4.75962147181387,5.04608827750366,0.0312758162816135,0.34352988314953
"MT1161",8.95395563743596,0,89.2358804703225,40.1225313908468,3.64313235069299,5.61217973439048,0.00532410041568323,0.118561061131746
"MT1162",188.033068386155,163.1784627547,1070.83056564387,668.708856514113,2.30890667879581,9.02267043298207,3.05279874415779e-11,9.06426827119516e-09
"MT1163",62.6776894620517,96.4236370823229,382.439487729954,294.23189686621,2.04961371300084,7.74635264698678,2.25895601034782e-07,2.51520633277165e-05
"MT1164",89.5395563743596,96.4236370823229,76.4878975459907,147.115948433105,0.248367517943088,6.91734129575732,0.761038135924678,1
"MT1165",1020.7509426677,1201.58686210279,854.11485593023,641.960502253548,-0.571282382437999,9.90397542356963,0.0137771731318769,0.223127581222171
"MT1168",8.95395563743596,7.41720285248638,12.7479829243318,13.3741771302823,0.611213916429984,4.91169298991434,0.999999999999973,1
"MT1171",0,14.8344057049728,12.7479829243318,13.3741771302823,0.611243739383289,4.90824505273843,0.625041295817921,1
"MT1172",0,7.41720285248638,25.4959658486636,0,1.4308310422622,4.78658135479478,1,1
"MT1172.1",17.9079112748719,0,12.7479829243318,26.7483542605645,1.15347238457273,5.03544981658546,0.68755161550945,1
"MT1173",53.7237338246157,44.5032171149183,152.975795091981,93.6192399119758,1.32579594898107,6.65021328915223,0.0238685438775291,0.292246123146516
"MT1174",44.7697781871798,44.5032171149183,12.7479829243318,13.3741771302823,-1.68123985522703,5.6949097672621,0.146129175969763,0.725150771560258
"MT1175",53.7237338246157,74.1720285248638,12.7479829243318,26.7483542605645,-1.66713638937555,6.04697903319898,0.0491457612665355,0.453643387027632
"MT1176",17.9079112748719,22.2516085574591,12.7479829243318,0,-1.46923702653999,5.1195267738459,0.375068826363072,0.988439517996765
"MT1177",8.95395563743596,29.6688114099455,38.2439487729954,13.3741771302823,0.347709741503174,5.40963991681462,1,1
"MT1178",134.309334561539,51.9204199674046,89.2358804703225,13.3741771302823,-0.79566080750277,6.56119928890135,0.295340627133874,0.943765609397302
"MT1180",0,7.41720285248638,12.7479829243318,26.7483542605645,1.97263345240282,4.91765412912831,0.375068826363072,0.988439517996765
"MT1181",8.95395563743596,14.8344057049728,12.7479829243318,13.3741771302823,0.0919769608522712,5.0227397252203,0.999999999999973,1
"MT1182",0,0,38.2439487729954,66.8708856514113,5.41759379830176,5.3593818299014,0.00391399808297902,0.0948743134915256
"MT1183",62.6776894620517,29.6688114099455,101.983863394654,106.993417042258,1.20386075518207,6.49175367924827,0.052412101099023,0.471066978999607
"MT1185",0,7.41720285248638,25.4959658486636,13.3741771302823,1.97262583710986,4.91703345121616,0.375068826363072,0.988439517996765
"MT1186",26.8618669123079,14.8344057049728,25.4959658486636,40.1225313908468,0.653970820542823,5.50372920089463,0.75397398416932,1
"MT1187",8.95395563743596,22.2516085574591,25.4959658486636,13.3741771302823,0.253247245889628,5.22911951923505,1,1
"MT1188",35.8158225497438,0,12.7479829243318,0,-1.22818030788997,5.0236422304279,0.456777826192035,1
"MT1189",44.7697781871798,14.8344057049728,0,40.1225313908468,-0.52648335865549,5.49363178995811,0.789571356349197,1
"MT1190",17.9079112748719,37.0860142624319,0,0,-4.56688390486167,5.20651698655463,0.0312758162816135,0.34352988314953
"MT1191",134.309334561539,163.1784627547,76.4878975459907,80.2450627816935,-0.925636370721659,7.11781895848347,0.0668332713667942,0.512100958881479
"MT1192",80.5856007369236,22.2516085574591,12.7479829243318,13.3741771302823,-1.83390748958815,5.77021341414779,0.144464414897291,0.722930772863831
"MT1193",143.263290198975,148.344057049728,101.983863394654,106.993417042258,-0.478639716547966,7.20969691206183,0.346114443249117,0.988439517996765
"MT1194",152.217245836411,163.1784627547,89.2358804703225,133.741771302823,-0.50583122562042,7.30078273502203,0.300189641203442,0.946246322438095
"MT1195",44.7697781871798,14.8344057049728,25.4959658486636,0,-1.07159396868519,5.40530033799915,0.548466077913423,1
"MT1196",8.95395563743596,0,0,26.7483542605645,1.42759425077728,4.79133522488981,0.999999999999999,1
"MT1197",8.95395563743596,7.41720285248638,0,0,-2.90423656039059,4.63927394748216,0.500027532819042,1
"MT1198",402.928003684618,445.032171149183,662.895112065253,708.83138790496,0.686228350003521,9.14682371096487,0.00280450849695338,0.0724302008687136
"MT1199",89.5395563743596,118.675245639782,140.22781216765,66.8708856514113,-0.0125348836117255,6.96089762323229,1,1
"MT1200",44.7697781871798,66.7548256723774,63.739914621659,66.8708856514113,0.19662911553866,6.32434200064744,0.838926151457897,1
"MT1201",17.9079112748719,59.337622819891,50.9919316973272,53.496708521129,0.360356224122115,6.0233505674989,0.821873222347804,1
"MT1202",98.4935120117955,37.0860142624319,12.7479829243318,26.7483542605645,-1.68655144172467,6.06097051881611,0.0779275800710632,0.554203528529338
"MT1203",125.355378924103,81.5892313773502,63.739914621659,53.496708521129,-0.777507941962104,6.69843661076855,0.227535548771354,0.845369301639555
"MT1204",17.9079112748719,22.2516085574591,25.4959658486636,40.1225313908468,0.654000634129337,5.5005530609038,0.75397398416932,1
"MT1205",8.95395563743596,29.6688114099455,0,13.3741771302823,-1.46717475573741,5.11680525440695,0.378486572532932,0.991579160246204
"MT1207",8.95395563743596,0,25.4959658486636,26.7483542605645,2.36581538148375,5.04076168441705,0.218827431789858,0.829449084539641
"MT1208",53.7237338246157,37.0860142624319,0,80.2450627816935,-0.183419621427365,5.96803010923515,1,1
"MT1209",232.802846573335,185.430071312159,101.983863394654,93.6192399119758,-1.07297863232132,7.4907437541892,0.0158266510148137,0.233984886165067
"MT1210",214.894935298463,140.926854197241,127.479829243318,173.864302693669,-0.22090923713858,7.53077561101357,0.649275165094785,1
"MT1211",277.572624760515,311.522519804428,293.203607259631,334.354428257056,0.0828422551347174,8.33752185724606,0.80261395526502,1
"MT1212",53.7237338246157,74.1720285248638,38.2439487729954,26.7483542605645,-0.965253686094515,6.15787185802323,0.26344046610853,0.904360800365459
"MT1213",53.7237338246157,44.5032171149183,25.4959658486636,13.3741771302823,-1.26122443703542,5.82942131178952,0.179733616936147,0.781235118434433
"MT1214",44.7697781871798,59.337622819891,89.2358804703225,53.496708521129,0.436205728383993,6.3309301174816,0.542211719267567,1
"MT1215",107.447467649231,66.7548256723774,63.739914621659,93.6192399119758,-0.121725811045893,6.68329060108511,0.864481294704506,1
"MT1216",53.7237338246157,7.41720285248638,25.4959658486636,40.1225313908468,0.167083110319218,5.65665108205503,1,1
"MT1217",8.95395563743596,22.2516085574591,89.2358804703225,26.7483542605645,1.78142050430963,5.73897395221368,0.0862570208994437,0.588762002805973
"MT1218",80.5856007369236,59.337622819891,828.618890081566,775.702273556371,3.51597060540311,8.74162383451736,8.97128969586699e-28,1.06549017287914e-24
